,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,koi_disposition_prediction
5564,0,0,0,0,15.3902613,0.0002628,-0.0002628,140.8602,0.0113,-0.0113,0.231,0.22399999999999998,-0.231,3.431,0.395,-0.395,76.8,9.5,-9.5,4.39,0.55,-1.66,1459,1069.24,352.78,-687.63,9.4,1,5649,67,-109,3.282,0.255,-0.085,4.994,0.631,-1.892,291.79575,44.746181,13.808,Positive
5568,0,0,0,0,2.3518267999999996,0.0007684,-0.0007684,134.352,0.47,-0.47,1.23,4.198,-0.11199999999999999,5.797000000000001,0.29100000000000004,-0.29100000000000004,576.6,28.0,-28.0,39.82,8.72,-13.09,1535,1313.37,798.56,-758.75,24.5,1,5445,109,-87,4.14,0.322,-0.138,1.426,0.312,-0.469,284.69968,46.375091999999995,14.106,Negative
5570,0,0,0,0,3.57944367,4.34e-05,-4.34e-05,133.46198,0.007559999999999999,-0.007559999999999999,0.3976,0.0398,-0.3976,1.869,0.335,-0.335,117.2,19.6,-19.6,0.87,0.29,-0.07,1018,253.89,265.12,-63.15,8.5,1,5341,182,-143,4.546,0.040999999999999995,-0.040999999999999995,0.8009999999999999,0.27,-0.068,286.85812000000004,46.311729,15.56,Negative
5576,0,0,0,0,392.50115,0.03343,-0.03343,498.8298,0.0511,-0.0511,0.1835,0.2835,-0.1834,9.88,1.1,-1.1,391.2,57.7,-57.7,1.9,2.01,-0.31,225,0.6,2.36,-0.23,8.9,1,5128,193,-167,4.388,0.14300000000000002,-0.14300000000000002,0.988,1.047,-0.158,296.53479,49.785851,13.87,Negative
5586,0,0,0,0,521.10826,0.04224,-0.04224,189.5977,0.0577,-0.0577,0.3485,0.0982,-0.3485,18.36,3.3,-3.3,244.7,37.1,-37.1,1.5,0.57,-0.19,231,0.68,0.76,-0.22,8.7,1,5942,165,-161,4.4319999999999995,0.09300000000000001,-0.09300000000000001,0.9470000000000001,0.361,-0.11900000000000001,293.23929,39.691681,14.163,Negative
5613,0,0,0,0,3.90735046,6.13e-05,-6.13e-05,133.7385,0.013000000000000001,-0.013000000000000001,0.08800000000000001,0.375,-0.08800000000000001,2.8960000000000004,0.408,-0.408,109.3,14.1,-14.1,0.83,0.16,-0.06,1007,243.14,138.15,-60.96,10.0,1,5497,147,-164,4.577,0.032,-0.136,0.809,0.152,-0.065,292.82965,46.365768,15.283,Negative
5626,0,0,0,0,0.947554749,4.03e-06,-4.03e-06,131.87955,0.00359,-0.00359,0.057999999999999996,0.39899999999999997,-0.057999999999999996,1.097,0.11,-0.11,65.4,6.7,-6.7,0.67,0.08,-0.02,1633,1680.03,543.9,-197.91,12.4,1,5508,74,-82,4.569,0.011000000000000001,-0.105,0.84,0.10099999999999999,-0.027000000000000003,286.07114,38.167609999999996,13.853,Positive
5638,0,0,0,0,1.002591901,4.99e-06,-4.99e-06,131.65849,0.00374,-0.00374,0.312,0.147,-0.312,1.247,0.156,-0.156,143.2,16.8,-16.8,0.87,0.08,-0.08,1391,884.21,298.22,-248.45,11.1,1,4893,161,-161,4.574,0.05,-0.045,0.7390000000000001,0.062,-0.069,297.61307,41.672829,15.79,Positive
5639,0,0,0,0,3.37116682,5.65e-05,-5.65e-05,132.0176,0.0142,-0.0142,0.318,0.155,-0.318,4.708,0.384,-0.384,71.4,9.1,-9.1,0.98,0.26,-0.21,1291,656.3,511.24,-294.93,9.8,1,5653,154,-154,4.288,0.204,-0.185,1.163,0.307,-0.251,284.57642000000004,41.705971000000005,15.03,Negative
5650,0,0,0,0,6.613671000000001,0.0001118,-0.0001118,136.4964,0.0132,-0.0132,0.096,0.355,-0.096,4.211,0.449,-0.449,32.8,3.8,-3.8,0.91,0.2,-0.24,1266,607.33,407.44,-314.26,10.2,1,6056,183,-164,4.071000000000001,0.23399999999999999,-0.126,1.597,0.348,-0.425,286.9454,43.899139,13.109000000000002,Negative
5652,0,0,0,0,1.48062814,1.56e-05,-1.56e-05,131.51535,0.007640000000000001,-0.007640000000000001,0.479,0.486,-0.268,2.898,0.209,-0.209,62.5,7.3,-7.3,0.76,0.25,-0.08,1653,1770.63,1707.5,-553.28,10.3,1,6187,175,-219,4.499,0.054000000000000006,-0.21600000000000003,0.937,0.305,-0.102,296.35956,43.86676,15.189,Negative
5660,0,0,0,0,1.057080807,5.84e-06,-5.84e-06,131.69304,0.0046700000000000005,-0.0046700000000000005,0.966,0.01,-0.693,1.82,0.139,-0.139,60.6,6.5,-6.5,0.97,0.32,-0.1,1805,2518.85,2452.48,-762.46,11.3,1,6000,167,-209,4.487,0.054000000000000006,-0.21600000000000003,0.946,0.312,-0.098,295.35825,46.343928999999996,15.102,Negative
5662,0,0,0,0,13.495949599999998,0.0002598,-0.0002598,142.1992,0.02,-0.02,0.2136,0.2748,-0.2133,2.085,0.358,-0.358,253.6,45.6,-45.6,1.62,0.73,-0.15,784,89.25,120.55,-26.11,7.3,1,5962,174,-220,4.4639999999999995,0.047,-0.047,1.0190000000000001,0.456,-0.095,283.11642,46.442699,15.669,Negative
5665,0,0,0,0,43.2675604,0.0008243,-0.0008243,136.4574,0.0149,-0.0149,0.818,0.145,-0.612,8.331,0.4,-0.4,69.1,8.0,-8.0,1.61,0.25,-0.46,664,45.99,18.53,-23.68,10.0,1,5747,77,-77,4.018,0.262,-0.087,1.729,0.265,-0.49200000000000005,289.36646,47.923851,13.468,Positive
5667,0,0,0,0,16.916338600000003,0.00039139999999999997,-0.00039139999999999997,132.8922,0.0196,-0.0196,0.6327,0.0053,-0.503,2.521,0.601,-0.601,64.2,12.3,-12.3,0.68,0.31,-0.07,648,41.74,56.96,-11.25,6.3,1,5628,169,-136,4.513,0.069,-0.069,0.81,0.364,-0.083,297.34726,50.04744,13.132,Negative
5706,0,0,0,0,1.96682825,2.15e-05,-2.15e-05,132.68632,0.008709999999999999,-0.008709999999999999,0.415,0.043,-0.41100000000000003,1.645,0.258,-0.258,214.3,27.5,-27.5,1.18,0.24,-0.1,1283,638.54,405.44,-176.36,9.5,1,5595,175,-195,4.581,0.042,-0.136,0.7959999999999999,0.161,-0.069,281.22937,46.681862,15.612,Positive
5707,0,0,0,0,4.237447181,9.04e-06,-9.04e-06,135.17678999999998,0.00156,-0.00156,0.187,0.496,-0.187,0.3792,0.08199999999999999,-0.08199999999999999,350.1,34.4,-34.4,2.26,0.68,-0.29,1172,446.38,402.92,-150.26,11.1,1,5993,180,-198,4.425,0.10099999999999999,-0.203,0.993,0.298,-0.128,291.90216000000004,47.962070000000004,15.504000000000001,Positive
5712,0,0,0,0,13.2298203,0.0002783,-0.0002783,134.3757,0.0195,-0.0195,0.435,0.046,-0.414,3.5660000000000003,0.679,-0.679,157.8,15.0,-15.0,1.5,0.24,-0.14,856,126.84,51.02,-28.2,10.0,3,6049,72,-91,4.353,0.076,-0.114,1.176,0.184,-0.107,292.7131,38.358212,14.818,Negative
5718,0,0,0,0,5.90260586,5e-05,-5e-05,136.35506999999998,0.007109999999999999,-0.007109999999999999,0.1049,0.3559,-0.1048,1.8319999999999999,0.201,-0.201,337.7,44.6,-44.6,1.26,0.18,-0.09,759,78.58,35.35,-18.1,8.2,1,4960,147,-137,4.627,0.027000000000000003,-0.027000000000000003,0.7070000000000001,0.096,-0.051,294.87888,38.397812,15.734000000000002,Positive
5719,0,0,0,0,22.80265,0.002554,-0.002554,132.9476,0.0998,-0.0998,0.1018,0.3329,-0.1015,19.34,3.1,-3.1,53.1,6.8,-6.8,2.36,1.92,-0.46,1045,281.59,739.39,-115.18,11.8,1,5011,125,-107,3.321,0.214,-0.214,3.324,2.701,-0.6559999999999999,285.64092999999997,38.418732,13.124,Negative
5723,0,0,0,0,27.2173855,0.000589,-0.000589,144.6728,0.0164,-0.0164,0.6516,0.2954,-0.4299,3.2680000000000002,0.524,-0.524,155.9,30.3,-30.3,1.34,0.5,-0.16,667,46.8,51.79,-15.41,6.7,1,6263,179,-205,4.404,0.087,-0.087,1.0190000000000001,0.379,-0.127,290.31134,39.98069,15.0,Negative
5725,0,0,0,0,6.27651592,5.870000000000001e-05,-5.870000000000001e-05,136.18032,0.00807,-0.00807,0.172,0.281,-0.172,1.973,0.20199999999999999,-0.20199999999999999,166.0,22.9,-22.9,0.65,0.07,-0.06,532,18.89,6.55,-5.34,8.9,1,3914,97,-107,4.748,0.05,-0.05,0.515,0.054000000000000006,-0.054000000000000006,289.15955,40.51181,15.515999999999998,Positive
5729,0,0,0,0,0.61810542,8.559999999999999e-07,-8.559999999999999e-07,131.74488,0.0012900000000000001,-0.0012900000000000001,1.2326,0.0244,-0.2874,6.666,0.33399999999999996,-0.33399999999999996,12264.0,1977.0,-1977.0,39.52,24.04,-5.58,1994,3735.52,7260.95,-1269.9,118.7,1,5371,177,-147,4.4030000000000005,0.13,-0.13,0.9490000000000001,0.5770000000000001,-0.134,298.21117999999996,40.512501,14.684000000000001,Negative
5739,0,0,0,0,1.790518325,7.4e-08,-7.4e-08,132.93847340000002,3.43e-05,-3.43e-05,0.643,0.009000000000000001,-0.004,3.3462400000000003,0.00323,-0.00323,61542.0,28.3,-28.3,32.19,9.67,-4.83,1850,2761.65,2341.35,-996.21,2493.3,1,6586,148,-198,4.319,0.10099999999999999,-0.188,1.219,0.366,-0.183,296.55593999999996,43.967758,12.45,Negative
5740,0,0,0,0,40.7698541,0.0006192,-0.0006192,158.86363,0.00963,-0.00963,0.20199999999999999,0.251,-0.20199999999999999,2.997,0.501,-0.501,239.8,39.1,-39.1,1.87,0.31,-0.25,585,27.73,11.69,-8.06,8.8,1,5884,70,-79,4.306,0.115,-0.115,1.21,0.19899999999999998,-0.163,297.46857,43.982009999999995,14.908,Positive
5745,0,0,0,0,5.01880305,3.8799999999999994e-05,-3.8799999999999994e-05,132.25191,0.00634,-0.00634,0.172,0.28800000000000003,-0.172,1.8230000000000002,0.187,-0.187,98.7,11.5,-11.5,1.08,0.37,-0.14,1178,455.98,450.97,-161.46,10.3,1,6220,166,-222,4.398,0.07200000000000001,-0.217,1.083,0.366,-0.147,290.21255,45.134991,14.540999999999999,Positive
5747,0,0,0,0,299.70687999999996,0.03513,-0.03513,360.3939,0.0494,-0.0494,0.1196,0.3187,-0.1196,15.39,2.7,-2.7,230.7,34.3,-34.3,1.15,0.38,-0.08,237,0.75,0.75,-0.16,8.6,1,5606,166,-141,4.5969999999999995,0.028999999999999998,-0.028999999999999998,0.76,0.254,-0.053,287.02615,46.686291,14.713,Negative
5758,0,0,0,0,4.88446644,6.26e-05,-6.26e-05,135.24743999999998,0.008440000000000001,-0.008440000000000001,0.7759999999999999,0.055999999999999994,-0.541,2.057,0.29,-0.29,221.0,32.0,-32.0,0.84,0.05,-0.07,579,26.5,5.25,-6.28,9.1,2,3883,70,-85,4.725,0.049,-0.025,0.517,0.028999999999999998,-0.045,287.85773,48.774109,15.84,Positive
5759,0,0,0,0,3.03359398,3.5600000000000005e-05,-3.5600000000000005e-05,133.08355,0.007809999999999999,-0.007809999999999999,0.023,0.433,-0.022000000000000002,4.026,0.22399999999999998,-0.22399999999999998,95.6,8.8,-8.8,1.55,0.25,-0.39,1529,1294.06,544.64,-613.37,12.3,2,5557,83,-72,4.037,0.21,-0.09,1.6159999999999999,0.254,-0.413,297.79691,39.921371,14.943,Positive
5760,0,0,0,0,9.3888216,0.0001653,-0.0001653,134.42144,0.00999,-0.00999,1.14,72.63,-0.754,4.154,0.818,-0.818,192.7,30.6,-30.6,20.91,3.59,-3.27,963,202.91,91.07,-66.17,9.6,2,5846,79,-79,4.2780000000000005,0.132,-0.10800000000000001,1.24,0.213,-0.19399999999999998,295.8287,43.425491,14.915,Negative
5785,0,0,0,0,6.29340543,9.83e-05,-9.83e-05,133.8686,0.0129,-0.0129,0.431,0.032,-0.431,3.0239999999999996,0.413,-0.413,96.4,13.9,-13.9,1.08,0.38,-0.11,1072,312.61,327.36,-91.29,8.7,1,6214,167,-223,4.442,0.055999999999999994,-0.22399999999999998,1.0759999999999998,0.384,-0.102,287.94165,44.008018,15.186,Negative
5787,0,0,0,0,0.78430061,3.9399999999999995e-05,-3.9399999999999995e-05,132.23164,0.00773,-0.00773,0.659,0.024,-0.542,2.952,0.242,-0.242,254.7,16.7,-16.7,1.14,0.14,-0.11,1566,1416.91,577.85,-392.84,20.5,1,5176,154,-154,4.5889999999999995,0.077,-0.063,0.6809999999999999,0.081,-0.066,291.93063,45.22002,15.155999999999999,Negative
5790,0,0,0,0,22.786522,0.00040689999999999997,-0.00040689999999999997,153.2108,0.01,-0.01,0.3817,0.1079,-0.3816,2.197,0.38799999999999996,-0.38799999999999996,228.3,44.3,-44.3,1.45,0.44,-0.14,661,45.26,40.0,-12.59,7.9,2,6146,151,-193,4.497,0.045,-0.045,0.943,0.29,-0.08900000000000001,294.00787,45.232689,15.382,Negative
5795,0,0,0,0,8.7396758,0.00030920000000000003,-0.00030920000000000003,136.5829,0.0463,-0.0463,0.9570000000000001,0.001,-0.68,3.866,0.266,-0.266,1431.0,107.0,-107.0,3.29,0.26,-0.3,577,26.17,8.92,-7.62,15.6,1,4406,154,-170,4.643,0.044000000000000004,-0.032,0.628,0.051,-0.055999999999999994,282.37042,48.259289,16.324,Positive
5796,0,0,0,0,50.0122,0.001251,-0.001251,153.9789,0.0191,-0.0191,0.484,0.0688,-0.4226,3.426,0.7659999999999999,-0.7659999999999999,210.4,42.6,-42.6,1.2,0.44,-0.13,432,8.23,9.47,-2.34,8.3,1,5357,181,-147,4.503,0.07400000000000001,-0.07400000000000001,0.8140000000000001,0.303,-0.086,294.20096,48.250060999999995,15.174000000000001,Negative
5802,0,0,0,0,3.17796408,1.87e-05,-1.87e-05,134.35285,0.00473,-0.00473,0.9009999999999999,0.006999999999999999,-0.693,0.542,0.142,-0.142,47.7,8.6,-8.6,0.74,0.04,-0.05,1034,270.25,44.83,-54.23,6.0,3,5061,83,-76,4.488,0.08800000000000001,-0.027999999999999997,0.841,0.038,-0.066,297.63518999999997,41.641869,12.218,Positive
5803,0,0,0,0,3.05293416,2.8100000000000002e-05,-2.8100000000000002e-05,132.96692,0.00688,-0.00688,0.32799999999999996,0.138,-0.32799999999999996,2.155,0.23199999999999998,-0.23199999999999998,227.5,27.3,-27.3,1.18,0.2,-0.1,1047,284.82,157.17,-73.08,10.1,2,5311,175,-159,4.588,0.03,-0.11199999999999999,0.7879999999999999,0.132,-0.066,287.53503,49.801659,15.901,Positive
5804,0,0,0,0,7.501793400000001,0.00014609999999999997,-0.00014609999999999997,138.8271,0.0195,-0.0195,0.28600000000000003,0.17300000000000001,-0.28600000000000003,4.271,0.337,-0.337,134.8,15.3,-15.3,1.32,0.43,-0.15,1046,283.25,274.34,-93.43,9.8,2,6321,174,-261,4.417,0.055999999999999994,-0.22399999999999998,1.125,0.37,-0.12300000000000001,293.12737999999996,42.320099,15.437999999999999,Negative
5805,0,0,0,0,0.912351255,5.86e-06,-5.86e-06,131.59611999999998,0.005679999999999999,-0.005679999999999999,0.956,0.024,-0.7090000000000001,1.072,0.168,-0.168,111.8,16.9,-16.9,1.46,0.19,-0.18,1840,2705.58,981.43,-719.86,9.1,2,5481,82,-74,4.369,0.121,-0.099,1.036,0.138,-0.124,291.55051000000003,50.825611,15.114,Positive
5806,0,0,0,0,12.470111099999999,0.0001809,-0.0001809,143.7236,0.0139,-0.0139,0.569,0.402,-0.374,3.616,0.465,-0.465,89.7,13.4,-13.4,2.06,0.31,-0.61,1074,313.87,128.52,-166.14,9.3,1,5623,93,-67,3.877,0.233,-0.078,2.109,0.314,-0.627,292.52939,38.489079,14.024000000000001,Positive
5828,0,0,0,0,10.9279755,0.0002667,-0.0002667,139.9174,0.0183,-0.0183,0.0956,0.3576,-0.0955,2.4859999999999998,0.621,-0.621,71.5,12.7,-12.7,0.81,0.26,-0.08,834,114.42,104.63,-30.55,7.3,1,6045,143,-178,4.494,0.043,-0.043,0.955,0.306,-0.087,296.56937,44.01722,14.347000000000001,Negative
5837,0,0,0,0,10.217058900000001,0.0002154,-0.0002154,139.1299,0.0187,-0.0187,0.132,0.326,-0.132,2.259,0.659,-0.659,121.3,17.7,-17.7,1.17,0.33,-0.18,929,176.34,149.09,-67.62,7.9,1,6211,169,-225,4.3839999999999995,0.10800000000000001,-0.201,1.054,0.303,-0.163,298.54852,46.756640999999995,14.455,Negative
5842,0,0,0,0,27.5837778,0.00041349999999999997,-0.00041349999999999997,142.9808,0.00939,-0.00939,0.0221,0.4531,-0.0221,1.516,0.33899999999999997,-0.33899999999999997,202.5,41.1,-41.1,11.03,0.69,-2.7,1330,739.57,150.58,-368.5,8.5,1,5092,83,-161,2.945,0.027999999999999997,-0.027999999999999997,7.912999999999999,0.49200000000000005,-1.936,296.84967,48.323318,12.148,Negative
5846,0,0,0,0,3.14735789,5.3400000000000004e-05,-5.3400000000000004e-05,133.3871,0.0149,-0.0149,0.03,0.42,-0.03,3.6430000000000002,0.318,-0.318,51.8,6.6,-6.6,3.45,0.45,-1.32,2209,5635.4,1938.49,-3688.93,9.3,1,5189,72,-124,3.352,0.262,-0.087,4.93,0.63,-1.889,289.82198999999997,51.063492,14.386,Negative
5849,0,0,0,0,2.61090223,2.11e-05,-2.11e-05,133.25501,0.007679999999999999,-0.007679999999999999,0.813,0.01,-0.578,1.976,0.201,-0.201,222.5,24.8,-24.8,1.8,0.27,-0.25,1323,724.16,289.86,-214.61,10.7,2,5514,74,-74,4.345,0.132,-0.10800000000000001,1.071,0.163,-0.14800000000000002,299.16953,43.44109,15.829,Positive
5850,0,0,0,0,17.6637979,0.0006405,-0.0006405,144.239,0.0243,-0.0243,0.695,0.289,-0.45899999999999996,6.194,0.912,-0.912,67.9,8.4,-8.4,2.98,0.55,-1.01,1178,455.65,225.98,-267.11,9.7,2,5734,95,-69,3.591,0.292,-0.09699999999999999,3.405,0.625,-1.161,293.57394,45.384541,14.074000000000002,Negative
5851,0,0,0,0,9.48814747,6.15e-05,-6.15e-05,139.17907,0.00496,-0.00496,0.5693,0.0874,-0.4352,1.163,0.19399999999999998,-0.19399999999999998,47.9,7.2,-7.2,0.73,0.13,-0.06,856,126.75,63.38,-28.75,11.1,3,5680,104,-113,4.414,0.07200000000000001,-0.07200000000000001,1.016,0.184,-0.086,288.53082,40.942299,11.525,Positive
5857,0,0,0,0,4.84505985,3.19e-05,-3.19e-05,134.94868,0.0054600000000000004,-0.0054600000000000004,0.903,0.071,-0.6709999999999999,2.0780000000000003,0.182,-0.182,298.4,33.8,-33.8,1.54,0.03,-0.09,723,64.57,7.45,-11.62,10.7,3,4337,77,-86,4.581,0.045,-0.009000000000000001,0.7140000000000001,0.013999999999999999,-0.040999999999999995,295.79138,40.01236,13.731,Positive
5860,0,0,0,0,623.7077400000001,0.01157,-0.01157,303.3588,0.0125,-0.0125,0.003,0.456,-0.003,6.688,0.488,-0.488,250.9,27.7,-27.7,1.81,0.48,-0.26,258,1.05,0.8,-0.37,10.2,2,6626,158,-217,4.3469999999999995,0.11199999999999999,-0.182,1.1320000000000001,0.298,-0.161,294.95257999999995,44.207909,13.379000000000001,Negative
5863,0,0,0,0,2.70581614,1.58e-05,-1.58e-05,132.53726,0.00449,-0.00449,0.6199,0.2962,-0.3618,6.56,0.156,-0.156,46.9,1.3,-1.3,0.69,0.25,-0.09,1356,799.75,836.22,-251.02,41.8,1,5992,148,-152,4.42,0.098,-0.098,0.961,0.348,-0.12300000000000001,299.11465,40.748619,10.715,Positive
5866,0,0,0,0,1.28940823,1.77e-05,-1.77e-05,132.0764,0.0117,-0.0117,0.628,0.34,-0.40399999999999997,3.6519999999999997,0.455,-0.455,32.1,3.6,-3.6,2.48,0.45,-0.82,3112,22119.66,10309.76,-12840.79,10.3,1,5826,78,-87,3.465,0.252,-0.10800000000000001,4.189,0.75,-1.393,283.77316,42.070862,13.897,Negative
5869,0,0,0,0,13.8086331,0.00023890000000000003,-0.00023890000000000003,141.60399999999998,0.0165,-0.0165,0.028999999999999998,0.426,-0.028999999999999998,3.613,0.428,-0.428,207.1,27.0,-27.0,1.09,0.19,-0.11,659,44.5,25.22,-12.38,9.0,1,5515,165,-165,4.5680000000000005,0.055999999999999994,-0.11199999999999999,0.7609999999999999,0.13699999999999998,-0.07400000000000001,289.62292,44.104431,15.567,Negative
5875,0,1,0,0,2.243569483,2.4899999999999997e-07,-2.4899999999999997e-07,133.7306188,9.15e-05,-9.15e-05,0.381,0.028999999999999998,-0.009000000000000001,4.14769,0.00502,-0.00502,66328.0,75.1,-75.1,21.11,4.48,-2.24,1364,817.05,533.08,-238.53,1107.7,1,6081,181,-181,4.526,0.081,-0.15,0.8009999999999999,0.17,-0.085,295.18892999999997,45.40617,14.965,Negative
5876,0,0,0,0,2.4376438,1.8e-05,-1.8e-05,132.1228,0.0067,-0.0067,0.11199999999999999,0.335,-0.11199999999999999,1.587,0.16399999999999998,-0.16399999999999998,27.1,3.7,-3.7,0.79,0.14,-0.16,1686,1909.13,858.44,-781.22,8.8,1,5927,79,-79,4.117,0.182,-0.098,1.53,0.264,-0.322,287.76895,46.83194,12.66,Positive
5883,0,0,0,0,4.15736472,3.9399999999999995e-05,-3.9399999999999995e-05,132.85855,0.00905,-0.00905,0.226,0.23800000000000002,-0.226,2.217,0.207,-0.207,200.7,21.4,-21.4,1.09,0.14,-0.1,931,178.03,75.44,-47.95,11.2,1,5183,154,-154,4.558,0.045,-0.078,0.782,0.098,-0.07200000000000001,286.40033,48.521961,15.517000000000001,Positive
5889,0,0,0,0,2.012094,1.95e-05,-1.95e-05,131.5688,0.007259999999999999,-0.007259999999999999,0.066,0.381,-0.066,2.157,0.257,-0.257,74.8,9.5,-9.5,0.99,0.16,-0.15,1523,1274.27,516.29,-410.58,9.1,2,5633,76,-76,4.296,0.15,-0.113,1.162,0.179,-0.179,298.40137000000004,44.838181,14.927,Positive
5891,0,0,0,0,9.476705699999998,0.00016680000000000002,-0.00016680000000000002,134.7294,0.0159,-0.0159,0.003,0.442,-0.003,3.8930000000000002,0.413,-0.413,230.5,29.7,-29.7,1.38,0.43,-0.14,841,118.13,109.1,-34.99,8.6,2,5911,177,-195,4.519,0.048,-0.204,0.914,0.281,-0.094,292.25464,37.97142,15.761,Negative
5892,0,0,0,0,208.54335,0.0166,-0.0166,230.9934,0.0374,-0.0374,0.001,0.446,-0.001,9.851,0.611,-0.611,614.6,60.5,-60.5,2.84,0.42,-0.52,321,2.52,1.01,-0.92,10.4,3,5533,83,-74,4.275,0.168,-0.11199999999999999,1.166,0.174,-0.212,289.66489,50.020039000000004,15.254000000000001,Negative
5893,0,0,0,0,5.039585099999999,0.00011840000000000002,-0.00011840000000000002,133.828,0.0146,-0.0146,0.1968,0.2686,-0.1967,4.556,0.624,-0.624,70.1,9.5,-9.5,0.78,0.3,-0.1,1067,306.35,355.69,-92.41,9.6,2,5912,164,-161,4.453,0.08199999999999999,-0.08199999999999999,0.924,0.36200000000000004,-0.10800000000000001,286.54041,38.3326,14.634,Negative
5894,0,0,0,0,7.64370363,6.18e-05,-6.18e-05,137.87526,0.00765,-0.00765,0.785,0.17800000000000002,-0.5720000000000001,2.738,0.182,-0.182,70.9,5.9,-5.9,1.85,0.43,-0.74,1334,748.7,542.73,-515.8,13.2,3,6120,195,-217,3.9339999999999997,0.39799999999999996,-0.133,2.0,0.467,-0.8009999999999999,300.31619,45.49538,13.265999999999998,Positive
5895,0,0,0,0,2.9590637,0.0003305,-0.0003305,133.9227,0.0812,-0.0812,0.2957,0.1991,-0.2955,28.81,2.5,-2.5,23.6,3.7,-3.7,0.65,0.3,-0.15,1564,1415.74,1948.79,-662.87,6.4,1,6192,161,-184,4.195,0.21,-0.21,1.3219999999999998,0.614,-0.298,288.01552999999996,38.709862,12.913,Negative
5898,0,0,0,0,5.11683678,7.950000000000001e-05,-7.950000000000001e-05,133.9134,0.0131,-0.0131,0.28600000000000003,0.16,-0.28600000000000003,3.1189999999999998,0.39899999999999997,-0.39899999999999997,161.4,20.8,-20.8,1.16,0.36,-0.12,1039,275.15,257.67,-82.77,9.2,1,5955,188,-208,4.52,0.05,-0.212,0.91,0.28,-0.09300000000000001,295.73334,38.792010999999995,15.220999999999998,Negative
5904,0,0,0,0,17.9925973,0.00017250000000000002,-0.00017250000000000002,135.4545,0.007809999999999999,-0.007809999999999999,0.6779999999999999,0.3,-0.46299999999999997,2.762,0.289,-0.289,198.5,26.8,-26.8,1.62,0.46,-0.3,748,73.97,60.58,-30.56,8.7,1,5931,160,-178,4.351,0.14800000000000002,-0.18100000000000002,1.087,0.303,-0.20199999999999999,283.13372999999996,40.852421,14.604000000000001,Positive
5909,0,0,0,0,19.164111,0.0002577,-0.0002577,139.8244,0.013000000000000001,-0.013000000000000001,0.805,0.159,-0.584,2.773,0.451,-0.451,215.9,35.0,-35.0,1.11,0.14,-0.09,519,17.12,7.51,-4.05,8.1,1,5103,153,-138,4.65,0.033,-0.077,0.674,0.08800000000000001,-0.052000000000000005,291.09485,42.002918,15.455,Negative
5917,0,0,0,0,0.8002632190000001,2.21e-06,-2.21e-06,132.06683999999998,0.00238,-0.00238,0.16,0.314,-0.16,0.7290000000000001,0.102,-0.102,170.5,16.4,-16.4,0.77,0.06,-0.08,1240,561.84,162.76,-167.25,13.2,1,4336,118,-144,4.656000000000001,0.059000000000000004,-0.027000000000000003,0.59,0.045,-0.061,284.77267,44.249371000000004,15.695,Positive
5919,0,0,0,0,441.17369,0.04754,-0.04754,374.0092,0.0473,-0.0473,0.3151,0.1376,-0.315,14.82,2.9,-2.9,702.0,110.0,-110.0,2.27,0.86,-0.17,217,0.52,0.6,-0.12,11.5,1,5610,171,-162,4.551,0.027000000000000003,-0.027000000000000003,0.858,0.326,-0.064,290.30801,45.598411999999996,15.632,Negative
5927,0,0,0,0,19.2532128,0.00024870000000000003,-0.00024870000000000003,144.8407,0.0118,-0.0118,0.247,0.20800000000000002,-0.247,1.6740000000000002,0.40399999999999997,-0.40399999999999997,219.3,39.6,-39.6,1.42,0.42,-0.14,692,54.13,46.08,-15.44,7.4,1,6060,162,-198,4.495,0.05,-0.2,0.953,0.27699999999999997,-0.092,287.46475,46.96841,15.362,Negative
5929,0,0,0,0,1.817079849,7.32e-06,-7.32e-06,131.90509,0.00324,-0.00324,0.276,0.18899999999999997,-0.276,0.889,0.136,-0.136,204.6,25.2,-25.2,1.39,0.45,-0.14,1454,1056.39,1001.1,-324.25,10.8,1,5808,162,-223,4.503,0.039,-0.221,0.963,0.309,-0.096,282.55869,48.63097,15.591,Positive
5931,0,0,0,0,23.378773300000002,0.0008451999999999999,-0.0008451999999999999,143.2743,0.0309,-0.0309,0.2093,0.2284,-0.2093,6.76,0.698,-0.698,76.0,10.8,-10.8,0.92,0.48,-0.09,694,54.98,83.7,-15.48,8.1,1,6210,156,-194,4.4239999999999995,0.055999999999999994,-0.055999999999999994,1.054,0.539,-0.102,288.29787999999996,51.326519,13.853,Negative
